1980   1   30.19    17.1   199.7
1980 101   30.16    17.1   200.4
1980 201   30.13    17.1   201.1
1980 301   30.10    17.1   201.8
1981  35   30.08    17.1   202.5
1981 135   30.05    17.1   203.2
1981 235   30.03    17.1   203.9
1981 335   30.01    17.1   204.6
1982  70   29.98    17.1   205.3
1982 170   29.96    17.1   206.0
1982 270   29.94    17.0   206.7
1983   5   29.92    17.0   207.4
1983 105   29.90    17.0   208.1
1983 205   29.88    17.0   208.8
1983 305   29.86    16.9   209.5
1984  40   29.84    16.9   210.2
1984 140   29.82    16.9   210.9
1984 240   29.81    16.8   211.6
1984 340   29.79    16.8   212.4
1985  74   29.78    16.7   213.1
1985 174   29.76    16.7   213.8
1985 274   29.75    16.6   214.5
1986   9   29.74    16.6   215.2
1986 109   29.72    16.5   215.9
1986 209   29.71    16.5   216.6
1986 309   29.70    16.4   217.3
1987  44   29.69    16.4   218.0
1987 144   29.69    16.3   218.7
1987 244   29.68    16.2   219.5
1987 344   29.67    16.2   220.2
1988  79   29.67    16.1   220.9
1988 179   29.66    16.0   221.6
1988 279   29.66    15.9   222.3
1989  13   29.66    15.9   223.0
1989 113   29.65    15.8   223.7
1989 213   29.65    15.7   224.4
1989 313   29.65    15.6   225.1
1990  48   29.65    15.5   225.8
1990 148   29.66    15.5   226.5
1990 248   29.66    15.4   227.2
1990 348   29.66    15.3   227.9
1991  83   29.67    15.2   228.6
1991 183   29.67    15.1   229.3
1991 283   29.68    15.0   230.0
1992  18   29.69    14.9   230.8
1992 118   29.69    14.8   231.5
1992 218   29.70    14.7   232.1
1992 318   29.71    14.6   232.8
1993  52   29.72    14.5   233.5
1993 152   29.73    14.3   234.2
1993 252   29.74    14.2   234.9
1993 352   29.76    14.1   235.6
1994  87   29.77    14.0   236.3
1994 187   29.78    13.9   237.0
1994 287   29.80    13.8   237.7
1995  22   29.81    13.6   238.4
1995 122   29.83    13.5   239.1
1995 222   29.85    13.4   239.8
1995 322   29.86    13.3   240.4
1996  57   29.88    13.1   241.1
1996 157   29.90    13.0   241.8
1996 257   29.92    12.9   242.5
1996 357   29.94    12.7   243.2
1997  91   29.96    12.6   243.9
1997 191   29.99    12.5   244.5
1997 291   30.01    12.3   245.2
1998  26   30.03    12.2   245.9
1998 126   30.06    12.0   246.5
1998 226   30.08    11.9   247.2
1998 326   30.11    11.8   247.9
1999  61   30.13    11.6   248.5
1999 161   30.16    11.5   249.2
1999 261   30.19    11.3   249.8
1999 361   30.22    11.2   250.5
2000  96   30.25    11.0   251.2
2000 196   30.28    10.9   251.8
2000 296   30.31    10.7   252.5
2001  30   30.34    10.6   253.1
2001 130   30.37    10.4   253.8
2001 230   30.41    10.3   254.4
2001 330   30.44    10.1   255.0
2002  65   30.48    10.0   255.7
2002 165   30.51     9.8   256.3
2002 265   30.55     9.6   256.9
2002 365   30.59     9.5   257.6
2003 100   30.63     9.3   258.2
2003 200   30.67     9.2   258.8
2003 300   30.71     9.0   259.5
2004  35   30.75     8.8   260.1
2004 135   30.79     8.7   260.7
2004 235   30.83     8.5   261.3
2004 335   30.87     8.4   262.0
2005  69   30.92     8.2   262.6
2005 169   30.96     8.0   263.2
2005 269   31.00     7.9   263.8
2006   4   31.05     7.7   264.4
2006 104   31.09     7.5   265.0
2006 204   31.14     7.4   265.6
2006 304   31.19     7.2   266.2
2007  39   31.23     7.0   266.8
2007 139   31.28     6.9   267.4
2007 239   31.33     6.7   268.0
2007 339   31.38     6.5   268.6
2008  74   31.42     6.4   269.2
2008 174   31.47     6.2   269.8
2008 274   31.52     6.0   270.4
2009   8   31.57     5.9   271.0
2009 108   31.62     5.7   271.6
2009 208   31.67     5.5   272.2
2009 308   31.73     5.4   272.7
2010  43   31.78     5.2   273.3
2010 143   31.83     5.0   273.9
2010 243   31.88     4.9   274.5
2010 343   31.94     4.7   275.0
2011  78   31.99     4.5   275.6
2011 178   32.04     4.4   276.2
2011 278   32.10     4.2   276.7
2012  13   32.15     4.0   277.3
2012 113   32.21     3.9   277.9
2012 213   32.26     3.7   278.4
2012 313   32.32     3.5   279.0
2013  47   32.38     3.4   279.5
2013 147   32.44     3.2   280.1
2013 247   32.49     3.0   280.6
2013 347   32.55     2.9   281.2
2014  82   32.61     2.7   281.7
2014 182   32.67     2.5   282.3
2014 282   32.73     2.4   282.8
2015  17   32.79     2.2   283.3
2015 117   32.85     2.0   283.9
2015 217   32.91     1.9   284.4
2015 317   32.97     1.7   284.9
2016  52   33.04     1.6   285.5
2016 152   33.10     1.4   286.0
2016 252   33.16     1.2   286.5
2016 352   33.22     1.1   287.0
