1987   1   10.01     1.6   253.0
1987 101   10.02     1.5   256.1
1987 201   10.03     1.4   259.1
1987 301   10.04     1.3   262.1
1988  36   10.04     1.2   265.1
1988 136   10.04     1.1   268.2
1988 236   10.04     1.0   271.2
1988 336   10.04     0.8   274.2
1989  70   10.04     0.7   277.2
1989 170   10.04     0.6   280.2
1989 270   10.03     0.5   283.2
1990   5   10.03     0.3   286.2
1990 105   10.02     0.2   289.3
1990 205   10.01     0.1   292.3
1990 305   10.00    -0.1   295.3
1991  40    9.98    -0.2   298.4
1991 140    9.97    -0.3   301.4
1991 240    9.96    -0.5   304.5
1991 340    9.94    -0.6   307.5
1992  75    9.92    -0.7   310.6
1992 175    9.90    -0.9   313.7
1992 275    9.88    -1.0   316.8
1993   9    9.86    -1.1   319.9
1993 109    9.84    -1.2   323.1
1993 209    9.82    -1.3   326.2
1993 309    9.79    -1.5   329.4
1994  44    9.77    -1.6   332.6
1994 144    9.74    -1.7   335.8
1994 244    9.71    -1.8   339.0
1994 344    9.69    -1.9   342.2
1995  79    9.66    -2.0   345.5
1995 179    9.63    -2.0   348.7
1995 279    9.60    -2.1   352.0
1996  14    9.57    -2.2   355.4
1996 114    9.54    -2.3   358.7
1996 214    9.52    -2.3     2.0
1996 314    9.49    -2.4     5.4
1997  48    9.46    -2.4     8.8
1997 148    9.43    -2.4    12.2
1997 248    9.40    -2.5    15.7
1997 348    9.37    -2.5    19.1
1998  83    9.34    -2.5    22.6
1998 183    9.32    -2.5    26.1
1998 283    9.29    -2.5    29.7
1999  18    9.26    -2.5    33.2
1999 118    9.24    -2.4    36.8
1999 218    9.22    -2.4    40.4
1999 318    9.19    -2.3    44.0
2000  53    9.17    -2.3    47.6
2000 153    9.15    -2.2    51.2
2000 253    9.13    -2.1    54.9
2000 353    9.11    -2.0    58.5
2001  87    9.10    -2.0    62.2
2001 187    9.08    -1.8    65.9
2001 287    9.07    -1.7    69.6
2002  22    9.06    -1.6    73.3
2002 122    9.05    -1.5    77.0
2002 222    9.04    -1.4    80.8
2002 322    9.04    -1.2    84.5
2003  57    9.03    -1.1    88.2
2003 157    9.03    -0.9    92.0
2003 257    9.03    -0.8    95.7
2003 357    9.03    -0.6    99.4
2004  92    9.04    -0.5   103.2
2004 192    9.04    -0.3   106.9
2004 292    9.05    -0.1   110.6
2005  26    9.06     0.0   114.3
2005 126    9.07     0.2   118.0
2005 226    9.08     0.3   121.7
2005 326    9.10     0.5   125.4
2006  61    9.12     0.7   129.1
2006 161    9.13     0.8   132.7
2006 261    9.15     1.0   136.4
2006 361    9.18     1.1   140.0
2007  96    9.20     1.2   143.6
2007 196    9.22     1.4   147.2
2007 296    9.25     1.5   150.7
2008  31    9.27     1.6   154.3
2008 131    9.30     1.7   157.8
2008 231    9.33     1.8   161.3
2008 331    9.36     1.9   164.8
2009  65    9.39     2.0   168.3
2009 165    9.41     2.1   171.7
2009 265    9.44     2.2   175.1
2009 365    9.47     2.3   178.5
2010 100    9.50     2.3   181.9
2010 200    9.53     2.4   185.3
2010 300    9.56     2.4   188.6
2011  35    9.59     2.4   191.9
2011 135    9.62     2.5   195.2
2011 235    9.65     2.5   198.5
2011 335    9.68     2.5   201.7
2012  70    9.71     2.5   205.0
2012 170    9.74     2.5   208.2
2012 270    9.77     2.5   211.4
2013   4    9.79     2.4   214.6
2013 104    9.82     2.4   217.7
2013 204    9.84     2.4   220.9
2013 304    9.87     2.3   224.0
2014  39    9.89     2.3   227.2
2014 139    9.91     2.2   230.3
2014 239    9.93     2.2   233.3
2014 339    9.95     2.1   236.4
2015  74    9.96     2.0   239.5
2015 174    9.98     1.9   242.6
2015 274   10.00     1.9   245.6
2016   9   10.01     1.8   248.7
2016 109   10.02     1.7   251.7
2016 209   10.03     1.6   254.7
2016 309   10.04     1.5   257.8
