2005   1    1.09    -0.4   108.2
2005  51    1.02    -0.1   151.9
2005 101    1.06    -0.9   204.2
2005 151    1.26    -1.4   246.1
2005 201    1.46    -1.3   276.3
2005 251    1.62    -1.0   299.6
2005 301    1.72    -0.6   319.4
2005 351    1.76    -0.2   337.6
2006  36    1.72     0.3   355.8
2006  86    1.63     0.7    15.4
2006 136    1.47     1.1    38.5
2006 186    1.26     1.4    68.3
2006 236    1.07     1.1   109.7
2006 286    0.99     0.0   163.6
2006 336    1.10    -1.1   215.7
2007  21    1.30    -1.4   254.4
2007  71    1.49    -1.5   282.0
2007 121    1.58    -1.8   303.3
2007 171    1.57    -1.9   323.5
2007 221    1.45    -1.7   345.4
2007 271    1.25    -1.2    12.9
2007 321    0.98     0.5    54.7
2008   6    0.94     7.2   119.8
2008  56    1.19     6.6   171.8
2008 106    1.51     3.6   203.0
2008 156    1.78     1.0   223.6
2008 206    2.00    -1.1   239.1
2008 256    2.15    -2.8   252.0
2008 306    2.24    -4.2   263.6
2008 356    2.26    -5.3   274.6
2009  40    2.23    -6.3   285.7
2009  90    2.13    -7.1   297.6
2009 140    1.97    -7.6   311.0
2009 190    1.74    -7.7   327.5
2009 240    1.45    -6.8   349.7
2009 290    1.14    -3.6    23.8
2009 340    1.00     2.2    80.5
2010  25    1.31     4.3   131.2
2010  75    1.75     4.2   158.9
2010 125    2.19     3.6   175.3
2010 175    2.59     3.1   186.4
2010 225    2.96     2.6   194.6
2010 275    3.28     2.2   201.1
2010 325    3.57     1.8   206.5
2011  10    3.83     1.5   211.1
2011  60    4.07     1.1   215.3
2011 110    4.28     0.6   219.2
2011 160    4.47     0.2   222.7
2011 210    4.63    -0.2   225.9
2011 260    4.78    -0.5   228.9
2011 310    4.91    -0.8   231.8
2011 360    5.01    -1.1   234.5
2012  45    5.10    -1.4   237.1
2012  95    5.18    -1.7   239.6
2012 145    5.23    -2.0   242.1
2012 195    5.27    -2.3   244.6
2012 245    5.29    -2.5   247.0
2012 295    5.29    -2.8   249.4
2012 345    5.27    -3.0   251.8
2013  29    5.24    -3.3   254.2
2013  79    5.19    -3.5   256.7
2013 129    5.13    -3.8   259.2
2013 179    5.04    -4.0   261.8
2013 229    4.94    -4.2   264.5
2013 279    4.82    -4.5   267.3
2013 329    4.67    -4.7   270.3
2014  14    4.51    -5.0   273.5
2014  64    4.33    -5.2   277.0
2014 114    4.12    -5.5   280.7
2014 164    3.89    -5.7   285.0
2014 214    3.62    -6.1   290.0
2014 264    3.33    -6.4   295.8
2014 314    3.01    -6.7   302.9
2014 364    2.66    -7.0   311.7
2015  49    2.29    -7.0   323.4
2015  99    1.91    -6.6   339.6
2015 149    1.54    -5.1     3.7
2015 199    1.28    -1.3    40.0
2015 249    1.28     3.9    84.3
2015 299    1.53     6.7   121.3
2015 349    1.89     7.0   146.0
2016  34    2.27     6.5   162.5
2016  84    2.65     5.9   174.3
2016 134    2.99     5.2   183.2
2016 184    3.32     4.5   190.2
2016 234    3.61     4.0   196.1
2016 284    3.88     3.5   201.1
2016 334    4.13     3.0   205.5
